Generic Name,FUKKM System/Group,MDC,NEML,Method of Purchase,Category,Indications,Prescribing Restrictions,Dosage,Adverse Reaction,Contraindications,Interactions,Precautions,is_quota,MAL_Brands
Clopidogrel 75 mg Tablet,Blood and Blood Forming Organs > Antithrombotic Agents,B01AC04192T1001XX,Yes,Government Contract,A/KK,"Secondary prevention of atherothrombotic events in: i) Adult patients suffering from myocardial infarction (from a few days until less than 35 days), ischaemic stroke (from 7 days until less than 6 months) or established peripheral arterial disease. Prescribing restriction: as second/third line treatment in patients who are sensitive or intolerant to acetylsalicylic acid and/or ticlopidine). ii) Adult patients suffering from acute coronary syndrome: • Non-ST segment elevation acute coronary syndrome (unstable angina or non-Q-wave myocardial infarction), including patients undergoing a stent placement following percutaneous coronary intervention. • ST segment elevation acute myocardial infarction, in combination with acetylsalicylate acid (ASA) in medically treated patients eligible for thrombolytic therapy.",20 TAB/KK (EMERGENCY TROLLEY ITEM ONLY),75 mg once daily,"GI bleeding, purpura, bruising haematoma, epistaxis, haematuria, ocular haemorrhage, intra cranial bleeding, abdominal pain, dyspepsia, gastritis & constipation, rash, pruritus","Active pathological bleeding such as peptic ulcer & intracranial haemorrhage, breast feeding","Cytochrome P450 effect. Amiodarone, cisapride, ciclosporin, diltiazem, irbesartan, losartan, oral hypoglycemics, paclitaxel, phenytoin, quinidine, sildenafil, tamoxifen, verapamil, warfarin, aspirin, heparin, thrombolytics, NSAIDs, atorvastatin, erythromycin, clarithromycin. Concomitant use of the drugs that inhibit CYP2C19 should be discouraged","Avoid for first few days after MI and for 7 days after ischaemic stroke; not recommended in unstable angina, coronary artery bypass grafting and percutaneous transluminal coronary angioplasty; patients at risk of increased bleeding from trauma, surgery or other pathological conditions; discontinue 7 days before elective surgery if antiplatelet effect not desirable, liver impairment, renal impairment, pregnancy. Based on literature data, patients with genetically reduced CYP2C19 function (intermediate or poor metabolisers) have lower systemic exposure to the active metabolite of clopidogrel and diminished antiplatelet responses, and generally exhibit higher cardiovascular events rates following myocardial infarction than do patients with normal CYP2C19 function",FALSE,
Clotrimazole 1% Cream,Dermatologicals > Antifungals for Dermatological Use,D01AC01-000-G10-01-XXX,Yes,LP,B,"For treatment of fungal infection (eg: cutaneous candidiasis, tinea orporis, tinea cruris, tinea pedis and tinea versicolor).",,"Apply on affected area twice daily, optimally for 4 weeks including 2 weeks after lesions have cleared.","Skin reactions, contact dermatitis, pruritis",Hypersensitivity to clotrimazole,Not known,Contact with eyes and mucous menbranes should be avoided,FALSE,
Clotrimazole 500mg Vaginal Tablet,Genito Urinary System and Sex Hormones > Gynecological Antiinfectives and Antiseptics,G01AF02-000-S10-03-XXX,Yes,LP,B,Vaginal candidiasis,,500 mg as a single one-time dose,"Local irritation or skin reaction and mild burning, nausea, vomiting, troches, increased liver enzymes",Hypersensitivity to clotrimazole,"Concurrent use with betamethasone may result in increased susceptibility to skin infection or enhanced organism growth. Concurrent use with tacrolimus may increase plasma concentration of tacrolimus and cause toxicity (nephrotoxicity, hyperglycaemia, hyperkalaemia), fentanyl","Monitor hepatic function in patients with pre-existing hepatic impairment, not for ophthalmic use and vaginal use in pregnant patients should be supervised by a physician",FALSE,
Cloxacillin Sodium 500mg Capsule,Antiinfectives for Systemic Use > Antibacterials for Systemic Use,J01CF02-520-C10-02-XXX,Yes,LP,B,"Treatment of susceptible bacterial infections, notably penicillinase-producing staphylococci",,ADULT: 250 - 500 mg every 6 hours. Child: 50-100 mg/kg in divided doses every 6 hr.,"Occasional rashes, GI upsets, anaphylaxis",Hypersensitivity to cloxacillin products/penicillins,"Allopurinol, chloramphenicol. Probenecid impairs renal excretion. Anticoagulant effect is decreased. Tetracycline, oestrogen-containing oral contraceptives. Antiperistalstic antidiarrhea(opiates, diphenoxylate, atropine)","History of asthma or allergic-type reactions to other medications, overgrowth of nonsusceptible organisms. Pregnancy and lactation.Renal impairment.",FALSE,
Colchicine 0.5mg Tablet,Musculo-skeletal System > Antigout Preparations,M04AC01-000-T10-01-XXX,Yes,LP,B,"i) Acute gout and prophylaxis of recurrent gout. ii) Leucocytoclastic Vasculitis either cutaneous or systemic involvement, Behcet's syndrome, Urticarial vasculitis, Systemic sclerosis, Sweet's syndrome and severe recalcitrant aphthous stomatitis",,"i) Acute gout: Initial dose, 1 mg, then 0.5 mg after 1 hour. No further tablets should be taken for 12 hours. After 12 hours, treatment can resume if necessary with a maximum dose of 500 micrograms (1 tablet) every 8 hours until symptoms are relieved. The course of treatment should end when symptoms are relieved or when a total of 6 mg (12 tablets) has been taken. No more than 6 mg (12 tablets) should be taken as a course of treatment. After completion of a course, another course should not be started for at least 3 days (72 hours). Prophylaxis of recurrent gout: 0.5 mg bd. ii) 0.5 mg 1-3 times daily depends on disease and severity, up to a maximum of 3 mg/day","Bone marrow depression with aplastic anaemia, peripheral neuritis, myopathy, hair loss, gastrointestinal disturbances, epigastric pain, diarrhoea, nausea, vomiting, myelosuppression, abdominal pain, diarrhoea, gastrointestinal haemorrhage, rashes, renal and hepatic damage in excessive doses. Rarely peripheral neuritis, myopathy, alopecia and with chronic therapy blood disorders like agranulocytosis, aplastic anaemia","Serious GI, renal, hepatic & cardiac disorders and those with blood dyscrasias, hypersensitivity to colchicine, children under 2 years old, pregnancy, debilitated patients, SC/IM administration","Reversible malabsorption of Vit B12, action inhibited by acidifying agents & enhanced by alkalinizing agents, cyclosporin, erythromycin. Response to CNS depressants and sympathomimetics may increase when used concurrently with colchicine. Increased risk of myopathy when used concurrently with simvastatin. Potential risk of severe drug interactions, including death in certain patients treated with colchicine and concomitant P-glycoprotein or strong CYP3A4 inhibitors such as clarithromycin, ciclosporin, erythromycin, calcium channel antagonists (verapamil, diltiazem), telithromycin, ketoconazole, itraconazole, HIV protease inhibitors and nefazodone. P-glycoprotein or strong CYP3A4 inhibitors are not to be used in patients with renal or hepatic impairment who are taking cochicine. A dose reduction or interruption of colchicine treatment should be considered in patients with normal renal and hepatic function if treatment with a P-glycoprotein or a strong CYP3A4 inhibitors required. Avoid consuming grapefruit and grapefruit juice while using colchicine","Pregnancy, lactation, children and elderly, GI disease, cardiac, renal and hepatic impairment. Prolonged therapy not recommended",FALSE,
Compound Sodium Lactate (Hartmanns Solution),Blood and Blood Forming Organs > Blood Substitutes and Perfusion Solutions,B05XA30125P6001XX,Yes,APPL,C,"Replacement of extracellular losses of fluid and electrolytes, as an alkaliniser agent",,100-1000 ml by IV or according to the needs of the patient,"Anxiety, panic attacks, apprehension or fear, paraesthesias, tremors, dizziness, metabolic alkalosis, hypokalaemia","Lactic acidosis, severe acidosis, hypernatraemia and conditions where sodium administration would be detrimental",Not known,"Metabolic or respiratory alkalosis, congestive heart failure, other sodium-retaining conditions, concurrent corticosteroids, conditions impairing lactate utilisation (severe hepatic insufficiency, shock, beriberi, hypoxia) and during prolonged therapy",FALSE,
Crotamiton 10 % Cream,"Antiparasitic Products, Insecticides and Repellents > Ectoparasiticides, incl. Scabicides, Insecticides and Repellents",P03A000000G1001XX,Yes,LP,B,i) Pruritus ii) Scabies iii) Insect bite reactions,,i) and iii) Massage into affected area until the medication is completely absorbed. Repeat as needed. Apply 2 or 3 times daily ii) Apply to the whole body from below the chin. 2nd application is applied 24 hr later. May need to use once daily for up to 5 days.,"Nausea, vomiting and abdominal pain. Topical: Pruritus, contact dermatitis, rash, irritation, warm sensation.","Hypersensitivity; acute exudative dermatitis. Application to the eye, mouth, other mucous membranes or on excoriated skin. Do not apply on nipples when breastfeeding.",Not known,For external use only. Pregnancy.,FALSE,
Dapagliflozin 10mg Tablet,Alimentary Tract and Metabolism > Drugs Used In Diabetes,A10BX09-999-T32-01-XXX,Yes,LP,A/KK,"Indication 1: Dapagliflozin is indicated for use as an add-on combination therapy in combination with other glucose-lowering medicinal products including insulin, to improve glycemic control in adult patients with type 2 diabetes mellitus when these, together with diet and exercise, do not provide adequate glycaemic control. Indication 2: Dapagliflozin is indicated to reduce the risk of hospitalization for heart failure in adults with type 2 diabetes mellitus and established cardiovascular disease (CVD). Indication 3: To reduce the risk of cardiovascular death and hospitalization for heart failure in adults with heart failure (NYHA class ll-lV) with reduced ejection fraction. Indication 4: For cardiorenal protection in adult patients with chronic kidney disease, with or without Type 2 Diabetes Mellitus, with eGFR≥25mL/min/1.73m2 and urine albumin creatinine ratio (UACR) ≥200-5,000mg/m2 (or the equivalent in uPRC/u-dipstick) receiving stable treatment with ACEi or ARB (unless they are contraindicated or not tolerated).","Indication 1: Patients with HbA1c between 6.5%-10.0% while on single / combination anti-diabetic therapy. 
Indication 2: Patients with HbA1c not more than 10.0% while on adequate trial of metformin. 
Indication 3: Treatment to be initiated in hospital setting before continuation of treatment for stable patients by Family Medicine Specialist (FMS) in the primary care setting; All patients must be counselled regarding risk of euglycemic ketoacidosis before initiation of treatment. 
Indication 4: In adult patients with underlying Type 2 Diabetes Mellitus, to be used only if HbA1c level <10%. All patients must be counselled regarding risk of euglycemic ketoacidosis before initiation of treatment.; 
50 PT (KKS), 
70 PT (KKBC,KKB,KKTS) 
100 PT (KKTPG,KKJ,KKTD)",10 mg once daily,"Hypoglycaemia (when used with sulphonylureas or insulin), vulvovaginitis, balanitis and related genital infections, urinary tract infection, dizziness, rash, back pain, dysuria, polyuria, haematocrit increased, creatinine renal clearance decreased during initial treatment and dyslipidaemia",Hypersensitivity to the active substance or to any of the listed excipients,"Diuretics, insulin and insulin secretagogues, lithium and , interference with 1,5-anhydroglucitol (1,5-AG) assay NPRA Safety Alert 1. 28 May 2024 Interaction with Lithium (for Therapeutic Use) Leading to Decreased Serum Lithium Concentration","Renal impairment, hepatic impairment, risk for volume depletion and/or hypotension, diabetic ketoacidosis, necrotising fasciitis of the perineum (Fournier's gangrene), urinary tract infections, elderly (≥ 65 years) cardiac failure, chronic kidney disease, risks for lower limb amputations, abnormal urine laboratory assessment, pregnancy, lactation, patients with rare hereditary problems of galactose intolerance, total lactase deficiency, or glucose-galactose malabsorption.",TRUE,
Desogestrel 150mcg & Ethinylestradiol 30mcg Tablet,Genito Urinary System and Sex Hormones > Sex Hormones and Modulators of the Genital System,G03AB05-954-T10-01-XXX,Yes,Government Contract,C+,Contraception,,"1 tablet daily for 21 days, subsequent courses repeated after 7 day interval (during which withdrawal bleeding occurs)","Thromboembolic disease, hypertension, gall bladder disease, nausea, vomiting, migraine","Thromboembolic disorders, coronary artery disease, breast or endometrial cancer, oestrogen dependent neoplasia, undiagnosed abnormal vaginal bleeding, cholestatic jaundice of pregnancy, hepatic adenomas or carcinomas, known or suspected pregnancy","Irregular bleeding and reduced efficacy with anticonvulsant, barbiturates, tetracyclines, rifampicin, activated charcoal, certain laxatives, antidiabetic drugs. Monitor patients receiving alprazolam therapy for an increased response to the benzodiazepine","Gastrointestinal disease (impaired absorption of oral contraceptive steroids in the small bowel due to inflammatory disease, diarrhoea, ileostomy or jejunoileal bypass may result in contraceptive failure). Severe varicose veins, hepatic cell adenoma, latent or overt cardiac failure, renal dysfunction, epilepsy, migraine, hypertension, diabetes, smoking, surgery or prolonged immobilization",FALSE,
Dexamethasone Sodium Phosphate 4 mg/ml Injection,"Systemic Hormonal Preparations, excl. Sex Hormones and Insulins > Corticosteroids for Systemic Use",H02AB02-162-P30-01-XXX,Yes,APPL,B,"i) Prophylaxis and management of nausea and vomiting in cancer chemotherapy, post-operation and palliative care ii) Treatment of adrenocortical function abnormalities iii) Any other treatment requiring corticosteroid therapy.",,i-iii) Initial dosage: 0.5 mg to 20 mg per day depending on the specific disease entity being treated. The total daily dosage should not exceed 80 mg. The dosing is individualized according to product insert / protocol,"Fluid and electrolyte disturbances, muscle weakness, peptic ulcer","- Hypersensitivity, administration of live vaccines and systemic fungal infection. - Unless considered life saving, the use of systemic administration of corticosteroids is contraindicated in patients with osteoporosis, psychoses or severe psychoneurosis.","Decreased effect: Barbiturates, phenytoin, rifampin may decreases dexamethasone effects; Dexamethasone decreases effect of salicylates, vaccines, toxoids. Increased effect: Salmeterol: The addition of salmeterol has been demonstrated to improve response. Diuretics, antidiabetics, cardiac glycosides, oestrogens, somatropin, mifepristone, NSAIDs.","- During periods of stress. - Mask the signs of infection and decrease resistance to infection. - Discontinue treatment by reducing the dosage gradually. - Patients with ocular herpes simplex, psychic derangements, gastric duodenal ulcer, congestive heart failure, hypertension, diabetes mellitus, chronic renal failure, uremia and elderly. NPRA Safety Alert 1. 19 July 2022 Pheochromocytoma crisis, which may be fatal, has been reported after administration of systemic corticosteroids. Corticosteroids should only be administered to patients with suspected or identified pheochromocytoma after an appropriate risk/benefit evaluation.",FALSE,
